,id,offer_views,lat,lon,price_sq,area,floor,balconies,lifts,freight_lifts,time_on_foot_to_subway,build_year,duplicates_count,log_offer_views,city_поселение Московский,city_поселение Мосрентген,city_поселение Сосенское,house_wall_type_Блочный,house_wall_type_Деревянный,house_wall_type_Железобетон,house_wall_type_Иные,house_wall_type_Кирпично-монолитный,house_wall_type_Кирпичный,house_wall_type_Монолитно-кирпичный,house_wall_type_Монолитный,house_wall_type_Панельный,house_wall_type_Смешанные,renovation_cosmetic,renovation_design,renovation_euro,renovation_no,renovation_Без ремонта,renovation_Дизайнерский,renovation_Евроремонт,renovation_Косметический,renovation_Под ключ,renovation_Под чистовой ремонт,renovation_Подготовка под чистовую отделку,renovation_Предчистовая,renovation_Предчистовая отделка,renovation_Произведен,renovation_С отделкой,renovation_Требует ремонта,renovation_Хорошее,renovation_Хороший,renovation_Частичный ремонт,renovation_Чистовая,renovation_Чистовая отделка,renovation_нормальное,renovation_отличное,renovation_под самоотделку,renovation_предчистовая,renovation_хорошее,renovation_чистовая,renovation_чистовая отделка,is_apartment_False,is_apartment_True,has_gas_False,has_gas_False,sale_type_Альтернатива,sale_type_Первичная продажа,sale_type_Переуступка,sale_type_Продажа от застройщика,sale_type_Свободная продажа
3969,1835068681,61,55.860984,49.226231,109836.0,61.0,2.0,1,0,0,,1973,0,4.110873864173311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3373,1906907234,0,55.699,37.431756,258241.0,18.2,4.0,0,0,0,,1959,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5727,1783293915,559,59.845144,30.364413,190311.0,28.9,3.0,1,1,0,24.0,1966,0,6.326149473155099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4107,1870199529,0,55.850899,49.078692,98452.0,71.1,4.0,0,0,0,10.0,1958,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2444,1889326633,0,55.78938,37.709138,381067.0,20.6,3.0,0,1,0,12.0,1890,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4380,1900876387,0,55.746765,49.211481,89809.0,110.0,5.0,2,1,0,7.0,1986,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1066,1703739207,364,55.7999,49.2418,171875.0,32.0,12.0,1,0,0,,2022,0,5.8971538676367405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3913,1905298989,0,55.865758,49.228774,112469.0,40.9,1.0,0,0,0,,1954,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5287,1593268209,1177,60.013497,30.423441,166134.0,31.3,1.0,0,1,0,24.0,1966,0,7.0707241072602764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5537,1832397480,153,59.881882,30.471861,160937.0,32.0,5.0,0,0,0,25.0,1963,0,5.030437921392435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5387,1893123364,0,60.019653,30.408961,172580.0,31.0,1.0,0,0,0,15.0,1967,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5733,1904515967,0,60.052425,30.370791,206557.0,30.5,7.0,0,0,0,,1974,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3498,1850717429,0,55.785913,49.216574,184821.0,56.0,15.0,1,0,0,,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2738,1748511895,243,55.703084,37.45416,325000.0,22.0,1.0,0,2,0,18.0,1973,0,5.493061443340548,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5052,1897194469,0,60.031584,30.230016,293103.0,34.8,4.0,0,3,0,,2020,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4000,1754062736,229,55.76799,49.240011,102816.0,71.0,1.0,2,1,0,,2004,0,5.43372200355424,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1568,1877232202,0,55.801845,49.242248,172979.0,39.6,7.0,1,0,0,,2015,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2427,1900377944,0,55.825168,37.830446,248571.0,35.0,8.0,0,1,0,,1974,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3746,1900615448,0,55.751964,49.234038,128571.0,56.0,8.0,0,0,0,22.0,1981,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6834,1888784086,0,55.810461,49.19638,125550.0,45.4,1.0,0,0,0,,1969,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7421,1846549713,41,55.732631,49.173087,161656.0,50.1,12.0,1,1,0,,2016,2,3.713572066704308,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1687,1847540526,24,55.805467,49.17801,196078.0,38.25,9.0,0,1,0,,2023,0,3.1780538303479458,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
851,1789581161,622,55.829987,49.078683,145322.0,31.0,5.0,1,0,0,6.0,1966,0,6.432940092739179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3546,1897736104,0,55.807643,49.230462,171862.0,49.4,2.0,0,1,1,91.0,2023,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6304,1900369188,0,59.957449,30.313443,195454.0,22.0,4.0,0,0,0,,1883,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
895,1842044488,82,55.830665,49.157043,152737.0,34.7,1.0,1,1,0,,1983,0,4.406719247264253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4592,1900830389,0,55.806064,49.231468,217494.0,42.3,2.0,1,0,0,,2022,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
6402,1720140965,3026,60.033153,30.210819,175889.0,25.3,7.0,0,0,0,,2023,0,8.014996894348302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5879,1573042274,787,60.024257,30.427583,172566.0,33.9,2.0,1,2,1,20.0,1977,0,6.668228248417403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
335,1886055517,0,55.05496,82.968058,99688.0,32.1,1.0,0,0,0,22.0,1965,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2839,1707780773,953,55.796602,37.694154,289122.0,28.5,1.0,0,0,0,19.0,1968,0,6.859614903654202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3087,1900016989,0,55.805766,37.753829,425000.0,20.0,12.0,0,0,0,16.0,1988,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4611,1871934444,0,55.821765,49.035699,159259.0,54.0,1.0,1,0,0,,2020,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1348,1908665201,0,55.812727,49.189993,120181.0,44.1,5.0,1,0,0,,1966,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1015,1881927941,0,55.802538,49.203818,161377.0,33.4,2.0,1,0,0,,2021,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2816,1803303119,145,55.754,37.669288,400000.0,20.1,3.0,0,1,0,13.0,1957,0,4.976733742420574,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1631,1815396803,47,55.754487,49.199461,187327.0,36.3,9.0,1,0,0,9.0,1988,0,3.8501476017100584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2489,1707226675,1741,55.796602,37.694154,348901.0,18.2,2.0,0,0,0,19.0,1968,0,7.462214939768189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3730,1850717300,0,55.837131,49.155714,144901.0,51.0,8.0,1,1,0,,1987,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6906,1844868582,59,54.976008,82.802957,125000.0,22.0,7.0,0,0,0,,1988,0,4.07753744390572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3251,1870488943,0,55.699015,37.838953,253443.0,36.3,3.0,1,1,1,16.0,1992,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7415,1857136969,0,55.826104,49.140254,140405.0,64.1,6.0,0,1,0,,1998,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7268,1832579009,62,55.799952,37.491889,398496.0,13.3,1.0,0,0,0,11.0,1960,0,4.127134385045092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5878,1903933488,0,59.990395,30.216218,173027.0,39.3,5.0,0,0,0,13.0,1990,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
6666,1730310970,412,59.853482,30.142089,237500.0,24.0,13.0,0,0,0,,1988,0,6.021023349349527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5882,1907852637,0,59.983878,30.422741,197368.0,30.4,2.0,0,0,0,,1966,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2070,1817693160,403,55.736356,37.694881,338058.0,17.0,2.0,0,1,1,8.0,2021,0,5.998936561946683,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
4452,1906354828,0,55.789887,49.183462,186230.0,44.3,1.0,1,0,0,,2008,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7811,1909125120,0,59.839832,30.104521,173140.0,24.2,7.0,0,3,0,,2020,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5408,1881651120,0,60.006705,30.418447,169329.0,31.3,5.0,1,0,0,19.0,1965,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1635,1903314373,0,55.722507,49.183516,194968.0,31.8,5.0,0,0,0,,2022,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4646,1782593367,59,55.76566,49.237038,137128.0,77.3,8.0,1,0,0,,1988,0,4.07753744390572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6485,1841191787,31,59.934695,30.208681,234741.0,21.3,12.0,1,1,0,,1988,0,3.4339872044851463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2479,1883104231,0,55.764161,37.635233,441656.0,16.3,1.0,0,0,0,4.0,1912,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6618,1816846148,56,60.036623,30.210765,208000.0,25.0,12.0,0,1,0,,2023,0,4.02535169073515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2265,1880007977,0,55.882293,37.519925,284615.0,13.0,2.0,0,1,0,27.0,1967,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2959,1900257179,0,55.824976,37.412478,333333.0,23.4,7.0,0,0,0,24.0,2022,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5323,1744568431,3978,60.057545,30.347579,156862.0,30.6,2.0,0,1,0,16.0,1975,0,8.288534459413917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7566,1887619381,0,59.919139,30.361691,301518.0,46.1,5.0,0,1,0,8.0,2023,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3059,1791872400,90,55.817744,37.746795,378614.0,21.79,2.0,0,1,1,15.0,2023,0,4.499809670330265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5053,1846693027,32,59.99026,30.328049,256756.0,37.0,6.0,0,1,0,17.0,2021,0,3.4657359027997265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5870,1816812652,142,60.041961,30.354235,176829.0,32.8,4.0,1,2,0,23.0,1978,0,4.955827057601261,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2141,1770154067,3074,55.722441,37.628649,176562.0,19.2,1.0,0,0,0,8.0,1926,0,8.03073492409854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5104,1838524433,75,59.821368,30.33564,228233.0,36.8,5.0,0,0,1,25.0,2020,0,4.31748811353631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
3118,1802672713,349,55.865733,37.488242,291380.0,32.6,2.0,0,1,0,12.0,1968,0,5.855071922202427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5188,1874974571,0,60.031229,30.138604,165000.0,40.0,9.0,1,1,0,,2017,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7557,1910757204,0,55.761578,49.194898,218670.0,39.1,16.0,0,0,0,6.0,2022,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4045,1847388690,23,55.789163,49.142535,180219.0,45.5,5.0,1,1,0,19.0,1969,0,3.1354942159291497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3356,1876477974,0,55.748934,37.662821,322429.0,10.7,1.0,0,1,0,15.0,1980,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2744,1850372386,0,55.612614,37.414149,349246.0,19.9,5.0,0,0,0,21.0,1988,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7254,1882110185,0,55.803186,37.785009,263333.0,15.0,3.0,0,0,1,19.0,1961,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
5092,1774654829,109,59.941484,30.257594,313653.0,27.1,4.0,0,1,1,19.0,2022,0,4.6913478822291435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3506,1876478629,0,55.785913,49.216574,177391.0,57.5,6.0,1,1,0,,1988,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1679,1779436887,147,55.869253,49.023401,103636.0,55.0,5.0,0,0,0,,1996,0,4.990432586778736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4249,1659631920,170,55.80728,49.23026,143572.0,59.9,2.0,0,0,0,,2023,0,5.135798437050262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3147,1897468969,0,55.776107,37.823655,233933.0,38.9,1.0,0,2,0,,1975,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
2294,1898336831,0,55.710575,37.855276,244186.0,17.2,1.0,0,1,0,15.0,1983,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
7005,1892532713,0,55.868794,37.494665,320754.0,10.6,1.0,0,1,0,18.0,1968,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
6934,1895474838,0,54.98836,82.783661,118942.0,22.7,6.0,1,2,0,,2017,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
580,1873692074,0,55.866374,49.015828,119565.0,18.4,4.0,1,0,0,,1967,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1470,1701631354,578,55.800129,49.242787,156578.0,38.0,8.0,1,0,0,,1988,0,6.359573868672378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4799,1886046628,0,55.832303,49.073904,217821.0,50.5,10.0,0,0,0,12.0,2014,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4070,1899708968,0,55.824359,49.056737,122834.0,63.5,2.0,2,0,0,28.0,1976,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5308,1879943345,0,60.004276,30.448936,137982.0,33.7,1.0,0,0,0,,1959,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3343,1910938084,0,55.80529,37.75214,448000.0,20.0,8.0,0,0,0,11.0,1988,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4992,1881754453,0,59.907356,30.348728,250526.0,47.5,3.0,1,1,0,13.0,2019,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
7405,1799696285,230,55.755115,49.234657,120115.0,69.1,7.0,0,1,0,24.0,1980,0,5.438079308923196,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4583,1883049401,0,55.81434,49.13702,238070.0,39.9,3.0,1,1,0,,2015,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
